SMSG_OPEN_CONTAINER	0x0113
SMSG_OPEN_LFG_DUNGEON_FINDER	0x0515
SMSG_OVERRIDE_LIGHT	0x0412
SMSG_PAGE_TEXT_QUERY_RESPONSE	0x2B14
SMSG_PARTYKILLLOG	0x01F5
SMSG_PARTY_COMMAND_RESULT	0x007F
SMSG_PARTY_MEMBER_STATS	0x007E
SMSG_PARTY_MEMBER_STATS_FULL	0x02F2
SMSG_PAUSE_MIRROR_TIMER	0x01DA
SMSG_PERIODICAURALOG	0x024E
SMSG_PETGODMODE	0x2E36
SMSG_PETITION_QUERY_RESPONSE	0x01C7
SMSG_PETITION_SHOWLIST	0x01BC
SMSG_PETITION_SHOW_SIGNATURES	0x01BF
SMSG_PETITION_SIGN_RESULTS	0x01C1
SMSG_PET_ACTION_FEEDBACK	0x02C6
SMSG_PET_ACTION_SOUND	0x0324
SMSG_PET_BROKEN	0x02AF
SMSG_PET_CAST_FAILED	0x0138
SMSG_PET_DISMISS_SOUND	0x0325
SMSG_PET_GUIDS	0x04AA
SMSG_PET_LEARNED_SPELL	0x0499
SMSG_PET_MODE	0x017A
SMSG_PET_NAME_INVALID	0x0178
SMSG_PET_NAME_QUERY_RESPONSE	0x4C37
SMSG_PET_RENAMEABLE	0x0475
SMSG_PET_SPELLS	0x0179
SMSG_PET_TAME_FAILURE	0x0173
SMSG_PET_UNLEARNED_SPELL	0x049A
SMSG_PET_UNLEARN_CONFIRM	0x02F1
SMSG_PET_UPDATE_COMBO_POINTS	0x0492
SMSG_PHASE_SHIFT_CHANGE	0x70A0
SMSG_PLAYED_TIME	0x01CD
SMSG_PLAYERBINDERROR	0x01B6
SMSG_PLAYERBOUND	0x0158
SMSG_PLAYER_SKINNED	0x02BC
SMSG_PLAYER_VEHICLE_DATA	0x04A7
SMSG_PLAY_DANCE	0x044C
SMSG_PLAY_MUSIC	0x0277
SMSG_PLAY_OBJECT_SOUND	0x0278
SMSG_PLAY_SOUND	0x02D2
SMSG_PLAY_SPELL_IMPACT	0x01F7
SMSG_PLAY_SPELL_VISUAL	0x01F3
SMSG_PLAY_TIME_WARNING	0x02F5
SMSG_PONG	0x4D42
SMSG_POWER_UPDATE	0x4A07
SMSG_PRE_RESURRECT	0x0494
SMSG_PROCRESIST	0x0260
SMSG_PROFILEDATA_RESPONSE	0x04CA
SMSG_PROPOSE_LEVEL_GRANT	0x041F
SMSG_PVP_CREDIT	0x028C
SMSG_PVP_QUEUE_STATS	0x04DC
SMSG_QUERY_OBJECT_POSITION	0x0005
SMSG_QUERY_OBJECT_ROTATION	0x0007
SMSG_QUERY_QUESTS_COMPLETED_RESPONSE	0x0501
SMSG_QUERY_TIME_RESPONSE	0x01CF
SMSG_QUESTGIVER_OFFER_REWARD	0x018D
SMSG_QUESTGIVER_QUEST_COMPLETE	0x0191
SMSG_QUESTGIVER_QUEST_DETAILS	0x0188
SMSG_QUESTGIVER_QUEST_FAILED	0x0192
SMSG_QUESTGIVER_QUEST_INVALID	0x018F
SMSG_QUESTGIVER_QUEST_LIST	0x0185
SMSG_QUESTGIVER_REQUEST_ITEMS	0x018B
SMSG_QUESTGIVER_STATUS	0x0183
SMSG_QUESTGIVER_STATUS_MULTIPLE	0x4F25
SMSG_QUESTLOG_FULL	0x0195
SMSG_QUESTUPDATE_ADD_ITEM	0x019A
SMSG_QUESTUPDATE_ADD_KILL	0x0199
SMSG_QUESTUPDATE_ADD_PVP_KILL	0x046F
SMSG_QUESTUPDATE_COMPLETE	0x0198
SMSG_QUESTUPDATE_FAILED	0x0196
SMSG_QUESTUPDATE_FAILEDTIMER	0x0197
SMSG_QUEST_CONFIRM_ACCEPT	0x019C
SMSG_QUEST_FORCE_REMOVE	0x021E
SMSG_QUEST_POI_QUERY_RESPONSE	0x01E4
SMSG_QUEST_QUERY_RESPONSE	0x6936
SMSG_RAID_GROUP_ONLY	0x0286
SMSG_RAID_INSTANCE_INFO	0x02CC
SMSG_RAID_INSTANCE_MESSAGE	0x02FA
SMSG_RAID_READY_CHECK_ERROR	0x0408
SMSG_READ_ITEM_FAILED	0x00AF
SMSG_READ_ITEM_OK	0x00AE
SMSG_REALM_SPLIT	0x2714
SMSG_REAL_GROUP_UPDATE	0x0397
SMSG_RECEIVED_MAIL	0x0285
SMSG_REDIRECT_CLIENT	0x050D
SMSG_REFER_A_FRIEND_EXPIRED	0x4934
SMSG_REFER_A_FRIEND_FAILURE	0x0421
SMSG_REMOVED_FROM_PVP_QUEUE	0x0170
SMSG_REMOVED_SPELL	0x0203
SMSG_REPORT_PVP_AFK_RESULT	0x03E5
SMSG_RESET_FAILED_NOTIFY	0x0396
SMSG_RESET_RANGED_COMBAT_TIMER	0x0298
SMSG_RESISTLOG	0x01D6
SMSG_RESPOND_INSPECT_ACHIEVEMENTS	0x046C
SMSG_RESUME_CAST_BAR	0x014D
SMSG_RESURRECT_FAILED	0x0252
SMSG_RESURRECT_REQUEST	0x015B
SMSG_RESYNC_RUNES	0x6224
SMSG_RWHOIS	0x01FE
SMSG_SCRIPT_MESSAGE	0x02B6
SMSG_SELL_ITEM	0x01A1
SMSG_SEND_ALL_COMBAT_LOG	0x0514
SMSG_SEND_KNOWN_SPELLS	0x0104
SMSG_SEND_MAIL_RESULT	0x0239
SMSG_SEND_UNLEARN_SPELLS	0x4E25
SMSG_SERVERINFO	0x04F5
SMSG_SERVERTIME	0x6327
SMSG_SERVER_BUCK_DATA	0x041D
SMSG_SERVER_BUCK_DATA_START	0x04A3
SMSG_SERVER_FIRST_ACHIEVEMENT	0x0498
SMSG_SERVER_INFO_RESPONSE	0x04A1
SMSG_SETUP_CURRENCY	0x15A5
SMSG_SET_EXTRA_AURA_INFO_NEED_UPDATE_OBSOLETE	0x03A5
SMSG_SET_EXTRA_AURA_INFO_OBSOLETE	0x03A4
SMSG_SET_FACTION_ATWAR	0x0313
SMSG_SET_FACTION_STANDING	0x0124
SMSG_SET_FACTION_VISIBLE	0x0123
SMSG_SET_FLAT_SPELL_MODIFIER	0x2834
SMSG_SET_FORCED_REACTIONS	0x4615
SMSG_SET_PCT_SPELL_MODIFIER	0x0224
SMSG_SET_PHASE_SHIFT	0x047C
SMSG_SET_PLAYER_DECLINED_NAMES_RESULT	0x041A
SMSG_SET_PROFICIENCY	0x6207
SMSG_SET_PROJECTILE_POSITION	0x04BF
SMSG_SHOWTAXINODES	0x01A9
SMSG_SHOW_BANK	0x01B8
SMSG_SHOW_MAILBOX	0x0297
SMSG_SOCKET_GEMS_RESULT	0x050B
SMSG_SPELLBREAKLOG	0x014F
SMSG_SPELLDAMAGESHIELD	0x024F
SMSG_SPELLDISPELLOG	0x027B
SMSG_SPELLENERGIZELOG	0x0151
SMSG_SPELLHEALLOG	0x0150
SMSG_SPELLINSTAKILLLOG	0x032F
SMSG_SPELLLOGEXECUTE	0x024C
SMSG_SPELLLOGMISS	0x024B
SMSG_SPELLNONMELEEDAMAGELOG	0x0250
SMSG_SPELLORDAMAGE_IMMUNE	0x0263
SMSG_SPELLSTEALLOG	0x0333
SMSG_SPELL_CHANCE_PROC_LOG	0x03AA
SMSG_SPELL_CHANCE_RESIST_PUSHBACK	0x0404
SMSG_SPELL_COOLDOWN	0x0134
SMSG_SPELL_DELAYED	0x01E2
SMSG_SPELL_FAILED_OTHER	0x02A6
SMSG_SPELL_FAILURE	0x0133
SMSG_SPELL_GO	0x6E16
SMSG_SPELL_START	0x0131
SMSG_SPELL_UPDATE_CHAIN_TARGETS	0x0330
SMSG_SPIRIT_HEALER_CONFIRM	0x0222
SMSG_SPLINE_MOVE_FEATHER_FALL	0x0305
SMSG_SPLINE_MOVE_GRAVITY_DISABLE	0x04D3
SMSG_SPLINE_MOVE_GRAVITY_ENABLE	0x04D4
SMSG_SPLINE_MOVE_LAND_WALK	0x030A
SMSG_SPLINE_MOVE_NORMAL_FALL	0x0306
SMSG_SPLINE_MOVE_ROOT	0x031A
SMSG_SPLINE_MOVE_SET_FLYING	0x0422
SMSG_SPLINE_MOVE_SET_HOVER	0x0307
SMSG_SPLINE_MOVE_SET_RUN_MODE	0x030D
SMSG_SPLINE_MOVE_SET_WALK_MODE	0x030E
SMSG_SPLINE_MOVE_START_SWIM	0x030B
SMSG_SPLINE_MOVE_STOP_SWIM	0x030C
SMSG_SPLINE_MOVE_UNROOT	0x0304
SMSG_SPLINE_MOVE_UNSET_FLYING	0x0423
SMSG_SPLINE_MOVE_UNSET_HOVER	0x0308
SMSG_SPLINE_MOVE_WATER_WALK	0x0309
SMSG_SPLINE_SET_FLIGHT_BACK_SPEED	0x0386
SMSG_SPLINE_SET_FLIGHT_SPEED	0x0385
SMSG_SPLINE_SET_PITCH_RATE	0x045E
SMSG_SPLINE_SET_RUN_BACK_SPEED	0x02FF
SMSG_SPLINE_SET_RUN_SPEED	0x02FE
SMSG_SPLINE_SET_SWIM_BACK_SPEED	0x0302
SMSG_SPLINE_SET_SWIM_SPEED	0x0300
SMSG_SPLINE_SET_TURN_RATE	0x0303
SMSG_SPLINE_SET_WALK_SPEED	0x0301
SMSG_STABLE_RESULT	0x0273
SMSG_STANDSTATE_UPDATE	0x029D
SMSG_START_MIRROR_TIMER	0x01D9
SMSG_STOP_DANCE	0x044F
SMSG_STOP_MIRROR_TIMER	0x01DB
SMSG_SUMMON_CANCEL	0x0424
SMSG_SUMMON_REQUEST	0x02AB
SMSG_SUPERCEDED_SPELL	0x012C
SMSG_SUSPEND_COMMS	0x050F
SMSG_TALENTS_INFO	0x6F26
SMSG_TALENTS_INVOLUNTARILY_RESET	0x04FA
SMSG_TAXINODE_STATUS	0x01AB
SMSG_TEST_DROP_RATE_RESULT	0x0295
SMSG_TEXT_EMOTE	0x0105
SMSG_THREAT_CLEAR	0x0485
SMSG_THREAT_REMOVE	0x0484
SMSG_THREAT_UPDATE	0x0483
SMSG_TIME_SYNC_REQ	0x3CA4
SMSG_TITLE_EARNED	0x0373
SMSG_TOGGLE_XP_GAIN	0x04ED
SMSG_TOTEM_CREATED	0x0413
SMSG_TRADE_STATUS	0x0120
SMSG_TRADE_STATUS_EXTENDED	0x0121
SMSG_TRAINER_BUY_FAILED	0x01B4
SMSG_TRAINER_BUY_SUCCEEDED	0x01B3
SMSG_TRAINER_LIST	0x01B1
SMSG_TRANSFER_ABORTED	0x0537
SMSG_TRANSFER_PENDING	0x18A6
SMSG_TRIGGER_CINEMATIC	0x6C27
SMSG_TRIGGER_MOVIE	0x0464
SMSG_TURN_IN_PETITION_RESULTS	0x01C5
SMSG_TUTORIAL_FLAGS	0x0B35
SMSG_UPDATE_ACCOUNT_DATA	0x6837
SMSG_UPDATE_ACCOUNT_DATA_COMPLETE	0x2015
SMSG_UPDATE_ACTION_BUTTONS	0x38B5
SMSG_UPDATE_COMBO_POINTS	0x039D
SMSG_UPDATE_INSTANCE_ENCOUNTER_UNIT	0x0214
SMSG_UPDATE_INSTANCE_OWNERSHIP	0x032B
SMSG_UPDATE_LAST_INSTANCE	0x0320
SMSG_UPDATE_LFG_LIST	0x0360
SMSG_UPDATE_OBJECT	0x4715
SMSG_UPDATE_WORLD_STATE	0x4816
SMSG_USERLIST_ADD	0x03F0
SMSG_USERLIST_REMOVE	0x03F1
SMSG_USERLIST_UPDATE	0x03F2
SMSG_VOICESESSION_FULL	0x03FC
SMSG_VOICE_CHAT_STATUS	0x03E3
SMSG_VOICE_PARENTAL_CONTROLS	0x03B1
SMSG_VOICE_SESSION_ADJUST_PRIORITY	0x03A0
SMSG_VOICE_SESSION_ENABLE	0x03B0
SMSG_VOICE_SESSION_LEAVE	0x039F
SMSG_VOICE_SESSION_ROSTER_UPDATE	0x039E
SMSG_VOICE_SET_TALKER_MUTED	0x03A2
SMSG_WARDEN_DATA	0x31A0
SMSG_WEATHER	0x02F4
SMSG_WHO	0x6907
SMSG_WHOIS	0x6917
SMSG_WORLD_SERVER_INFO	0x31A2
SMSG_WORLD_STATE_UI_TIMER_UPDATE	0x04F7
SMSG_ZONE_MAP	0x000B
SMSG_ZONE_UNDER_ATTACK	0x0254
TC9_CMSG_PREPARE_FOR_REDIRECT	0x051F
TC9_SMSG_READY_FOR_REDIRECT	0x0520
UMSG_DELETE_GUILD_CHARTER	0x02C0
UMSG_UPDATE_GROUP_INFO	0x04FE
UMSG_UPDATE_GROUP_MEMBERS	0x0080
UMSG_UPDATE_GUILD	0x0094
